"b0","b1","mods$population","cp_mean","cp_sd"
-15.9817646093403,0.971604665566681,"Bellingham, WA",16.4488347737801,1.02922519357887
-16.4747553712315,0.995672627706964,"Rickreall, OR",16.5463576207502,1.00434617983122
-6.84657704433588,0.42806707080644,"McArthur, CA",15.9941689311386,2.33608251649932
-14.7887418044452,0.975040380794485,"Palermo, CA",15.1673121398264,1.02559854924693
-9.20713850216923,0.645946535946306,"Sutherlin, OR",14.2537160427385,1.54811574077878
-20.1577624952414,1.26676646718189,"Yakima TC, WA",15.9127692573717,0.78941148657388
